ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,ILID,Synergist
33212,Dumbbell Iron Cross,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior , Gluteus Maximus, Quadriceps",0246,"Adductor Magnus, Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Soleus"
33312,Dumbbell Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0247,
33412,Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0248,"Deltoid Anterior, Serratus Anterior"
33512,Dumbbell Lateral to Front Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Anterior, Deltoid Lateral",0249,"Pectoralis Major Clavicular Head, Serratus Anterior"
33612,Dumbbell Lunge,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0250,"Adductor Magnus, Soleus"
33712,Dumbbell Lying Extension (across face),Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0251,
33912,Dumbbell Lying Femoral,Strength,Thighs,Dumbbell,Male,Hamstrings,0252,"Gastrocnemius, Soleus"
34012,Dumbbell Lying Hammer Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0253,"Deltoid Anterior, Triceps Brachii"
34112,Dumbbell Lying One Arm Deltoid Rear,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0254,"Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
34312,Dumbbell Lying One Arm Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0255,"Deltoid Anterior, Triceps Brachii"
34412,Dumbbell Lying One Arm Pronated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0256,
34512,Dumbbell Lying One Arm Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0257,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
34612,Dumbbell Lying One Arm Supinated Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0258,
34812,Dumbbell Lying Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0259,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
35012,Dumbbell Lying Supine Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0260,"Biceps Brachii, Brachialis, Deltoid Anterior"
35112,Dumbbell Lying Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0261,
35412,Dumbbell One Arm Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0262,
35512,Dumbbell One Arm Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0263,"Deltoid Anterior, Serratus Anterior"
35812,Dumbbell One arm Revers Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,0264,
36012,Dumbbell One Arm Shoulder Press (VERSION 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0265,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
36212,Dumbbell One Arm Triceps Extension (on bench),Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0266,
36412,Dumbbell One arm Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,0267,
36812,Dumbbell Over Bench Revers Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,0268,
36912,Dumbbell Over Bench Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,0269,
37012,Dumbbell Peacher Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0270,"Biceps Brachii, Brachialis"
37112,Dumbbell Plyo Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0271,"Adductor Magnus, Gastrocnemius, Soleus"
37212,Dumbbell Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0272,"Brachialis, Brachioradialis"
37312,Dumbbell Pronate-grip Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0273,
37412,Dumbbell Prone Incline Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0274,"Biceps Brachii, Brachioradialis"
37512,Dumbbell Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0275,"Deltoid Posterior, Latissimus Dorsi, Teres Major, Triceps Brachii"
37712,Dumbbell Rear Delt Row,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0276,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
37812,Dumbbell Rear Fly,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0277,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
37912,Dumbbell Rear Lateral Raise (support head),Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0278,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
38012,Dumbbell Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0279,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
38112,Dumbbell Rear Lunge,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0280,"Adductor Magnus, Soleus"
38212,Dumbbell Revers grip Biceps Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0281,"Biceps Brachii, Brachialis"
38312,Dumbbell Reverse Fly,Strength,Shoulders,Dumbbell,Male,Deltoid Posterior ,0282,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
38412,Dumbbell Reverse Preacher Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0283,"Biceps Brachii, Brachialis"
38512,Dumbbell Reverse Wrist Curl,Strength,Forearms,Dumbbell,Male,Wrist Extensors,0284,
38712,Dumbbell Seated Alternate Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0285,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
38812,Dumbbell Seated Alternate Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0286,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
38912,Dumbbell Seated Bench Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0287,
39112,Dumbbell Seated Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0288,"Brachialis, Brachioradialis"
39212,Dumbbell Seated Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0289,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
39412,Dumbbell Seated Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0290,
39512,Dumbbell Seated Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0291,"Deltoid Anterior, Serratus Anterior"
39612,Dumbbell Seated Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0292,"Deltoid Anterior, Serratus Anterior"
39712,Dumbbell Seated Neutral Wrist Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0293,
40212,Dumbbell Seated Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0294,"Biceps Brachii, Brachioradialis"
40312,Dumbbell Seated Revers grip Concentration Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0295,"Biceps Brachii, Brachialis"
40412,Dumbbell Seated Shoulder Press (parallel grip),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0296,"Deltoid Lateral, Triceps Brachii"
40512,Dumbbell Seated Shoulder Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0297,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
40612,Dumbbell Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,0298,Trapezius Middle Fibers
40712,Dumbbell Side Bend,Strength,Waist,Dumbbell,Male,Obliques,0299,
40812,Dumbbell Side Lying One Hand Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0300,"Deltoid Posterior, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
40912,Dumbbell Single Leg Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,0301,Soleus
41012,Dumbbell Single Leg Split Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0302,"Adductor Magnus, Soleus"
41112,Dumbbell Single Leg Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0303,"Adductor Magnus, Soleus"
41312,Dumbbell Squat,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0304,"Adductor Magnus, Soleus"
41412,Dumbbell Standing Alternate Overhead Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0305,"Deltoid Lateral, Triceps Brachii"
41512,Dumbbell Standing Alternate Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0306,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
41612,Dumbbell Standing Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0307,"Brachialis, Brachioradialis"
41712,Dumbbell Standing Calf Raise,Strength,Calves,Dumbbell,Male,Gastrocnemius,0308,Soleus
41812,Dumbbell Standing Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0309,"Biceps Brachii, Brachioradialis"
41912,Dumbbell Standing Front Raise Above Head,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0310,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
42012,Dumbbell Standing Kickback,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0311,
42112,Dumbbell Standing One Arm Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0312,"Biceps Brachii, Brachioradialis"
42212,Dumbbell Standing One Arm Curl (over incline bench),Strength,Upper Arms,Dumbbell,Male,Brachialis,0313,"Biceps Brachii, Brachioradialis"
42312,Dumbbell Standing One Arm Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0314,
42612,Dumbbell Standing Overhead Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0315,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
42712,Dumbbell Standing Palms In Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0316,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
42812,Dumbbell Standing Preacher Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0317,"Biceps Brachii, Brachioradialis"
42912,Dumbbell Standing Reverse Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0318,"Biceps Brachii, Brachialis"
43012,Dumbbell Standing Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0319,
43112,Dumbbell Step up,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0320,"Adductor Magnus, Gastrocnemius, Soleus"
43212,Dumbbell Stiff Leg Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",0321,Hamstrings
43312,Dumbbell Straight Arm Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0322,"Deltoid Posterior, Latissimus Dorsi, Levator Scapulae, Teres Major, Triceps Brachii"
43412,Dumbbell Straight Leg Deadlift,Strength,Hips,Dumbbell,Male,"Erector Spinae, Gluteus Maximus",0323,Hamstrings
43612,Dumbbell Tate Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0324,Deltoid Anterior
43712,Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0325,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
43912,Dumbbell Zottman Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0326,"Brachialis, Brachioradialis"
44012,Dynamic Back Stretch (female),Stretching,Back,Body weight,Female,Latissimus Dorsi,0327,
44112,Dynamic Chest Stretch (female),Stretching,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0328,
44312,Elbow To Knee (male),Strength,Waist,Body weight,Male,"Obliques, Rectus Abdominis",0329,"Gluteus Maximus, Iliopsoas, Quadriceps"
44412,Elbows Back Stretch (female),Stretching,"Back, Chest",Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0330,
44512,EZ-Barbell Anti-Gravity Press,Strength,Shoulders,EZ Barbell,Male,"Deltoid Anterior, Deltoid Posterior ",0331,"Brachialis, Brachioradialis, Deltoid Lateral, Pectoralis Major Clavicular Head"
44612,EZ Barbell Close grip Curl,Strength,Upper Arms,EZ Barbell,Male,Brachialis,0332,"Biceps Brachii, Brachioradialis"
44712,EZ Barbell Curl,Strength,Upper Arms,EZ Barbell,Male,Biceps Brachii,0333,"Brachialis, Brachioradialis"
44912,EZ Barbell Incline Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,0334,
45012,EZ Barbell JM Bench Press,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,0335,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
45112,EZ-Barbell Reverse-Grip Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,0336,"Biceps Brachii, Brachialis"
45212,EZ Barbell Reverse grip Preacher Curl,Strength,Forearms,EZ Barbell,Male,Brachioradialis,0337,"Biceps Brachii, Brachialis"
45312,EZ Barbell Seated Triceps Extension,Strength,Upper Arms,EZ Barbell,Male,Triceps Brachii,0338,
45712,Flexion Leg Sit-up (straight arm),Strength,Waist,Body weight,Male,Rectus Abdominis,0339,"Iliopsoas, Obliques, Quadriceps"
45912,Flutter Kicks,Strength,Hips,Body weight,Male,Gluteus Maximus,0340,Hamstrings
46112,Frog Squat (female),Strength,Hips,Body weight,Female,,0341,
46212,Front and Back Neck Stretch,Stretching,Neck,Body weight,Male,Sternocleidomastoid,0342,
46312,Front Plank (male),Strength,Waist,Body weight,Male,Rectus Abdominis,0343,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Obliques, Sartorius, Tensor Fasciae Latae"
46412,Front Plank with Twist,Strength,"Shoulders, Waist",Body weight,Male,"Obliques, Rectus Abdominis",0344,"Deltoid Anterior, Gluteus Maximus, Gluteus Medius, Serratus Anterior, Tensor Fasciae Latae"
46512,Front Plank (female),Strength,Waist,Body weight,Female,Rectus Abdominis,0345,"Obliques, Quadriceps, Serratus Anterior, Tensor Fasciae Latae"
46812,Riding Outdoor Bicycle (female),Strength,Plyometrics,Body weight,Female,,0346,
46912,Groin Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,0347,Obliques
47112,Handstand Push-up,Strength,Shoulders,Body weight,Male,Triceps Brachii,0348,"Deltoid Anterior, Deltoid Lateral, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Serratus Anterior, Teres Major"
47312,Hanging Pike,Strength,Waist,Body weight,Male,,0349,
47412,Hanging Straight Leg Hip Raise,Strength,Waist,Body weight,Male,Rectus Abdominis,0350,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Quadriceps, Sartorius"
47512,Hanging Straight Leg Raise,Strength,Hips,Body weight,Male,Iliopsoas,0351,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
47712,High Knee Skips (female),Aerobic,Cardio,Body weight,Female,,0352,
47812,High Knee Squat (female),Aerobic,Plyometrics,Body weight,Female,,0353,
48312,Hip Extension Stretch,Stretching,Hips,Body weight,Female,Gluteus Maximus,0354,Hamstrings
48412,Hip Raise (bent knee),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0355,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
48612,Hip Raise Bridge,Strength,Waist,Body weight,Female,Rectus Abdominis,0356,"Deltoid Anterior, Gluteus Maximus, Hamstrings, Obliques"
48912,Hyperextension,Strength,Waist,Body weight,Male,Erector Spinae,0357,"Gluteus Maximus, Hamstrings"
49112,Incline Leg Hip Raise (leg straight),Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0358,"Adductor Brevis, Adductor Longus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae"
49312,Incline Push-up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0359,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
49512,Incline Twisting Sit-up,Strength,Waist,Body weight,Male,"Iliopsoas, Obliques",0360,"Adductor Brevis, Adductor Longus, Pectineous, Quadriceps, Rectus Abdominis, Sartorius"
49812,Inverted Row with Straps,Strength,Back,Suspension,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0361,"Brachialis, Brachioradialis, Deltoid Posterior"
49912,Inverted Row,Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0362,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
50012,Isometric Wipers,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0363,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
50212,Jack knife Floor,Strength,Waist,Body weight,Female,Rectus Abdominis,0364,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
50512,Jack Split Crunches,Strength,Waist,Body weight,Female,"Iliopsoas, Rectus Abdominis",0365,"Adductor Brevis, Adductor Longus, Gluteus Maximus, Obliques, Pectineous, Quadriceps, Sartorius"
50912,Jump Box (female),Aerobic,Plyometrics,Body weight,Female,,0366,
51112,Jump Rope (female),Aerobic,Cardio,Body weight,Female,,0367,
51212,Jump Split (female),Aerobic,Plyometrics,Body weight,Female,,0368,
51312,Jump Squat (VERSION 2),Aerobic,Plyometrics,Body weight,Male,"Gluteus Maximus, Quadriceps",0369,"Adductor Magnus, Soleus"
51412,Jump Squat,Aerobic,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps",0370,"Adductor Magnus, Soleus"
51512,Jump Step-Up (female),Aerobic,Cardio,Body weight,Female,,0371,
51612,Jumping Jack (female),Aerobic,Cardio,Body weight,Female,,0372,
51712,Kettlebell Advanced Windmill,Strength,Waist,Kettlebell,Male,"Iliopsoas, Obliques",0373,
51912,Kettlebell Alternating Press on Floor,Strength,Chest,Kettlebell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0374,"Deltoid Anterior, Triceps Brachii"
52012,Kettlebell Alternating Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0375,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
52112,Kettlebell Alternating Renegade Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers ",0376,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
52212,Kettlebell Alternating Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Transverse Abdominus, Trapezius Lower Fibers, Trapezius Middle Fibers",0377,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
52312,Kettlebell Arnold Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0378,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
52412,Kettlebell Bent Press,Strength,Waist,Kettlebell,Male,,0379,
52612,Kettlebell Double Alternating Hang Clean,Strength,Shoulders,Kettlebell,Male,"Brachialis, Brachioradialis",0380,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
52712,Kettlebell Double Jerk,Strength,Shoulders,Kettlebell,Male,,0381,
52812,Kettlebell Double Push Press,Strength,Shoulders,Kettlebell,Male,,0382,
52912,Kettlebell Double Snatch,Strength,Shoulders,Kettlebell,Male,,0383,
53212,Kettlebell Figure 8,Strength,Waist,Kettlebell,Male,,0384,
53312,Kettlebell Front Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps",0385,"Adductor Magnus, Soleus"
53412,Kettlebell Goblet Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps",0386,"Adductor Magnus, Soleus, Tensor Fasciae Latae"
53512,Kettlebell Hang Clean,Strength,Thighs,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",0387,
53612,Kettlebell Lunge Pass Through,Strength,"Thighs, Waist",Kettlebell,Male,"Gluteus Maximus, Quadriceps",0388,"Adductor Magnus, Obliques, Soleus"
53712,Kettlebell One Arm Clean and Jerk,Strength,Weightlifting,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",0389,
53812,Kettlebell One Arm Jerk,Strength,Shoulders,Kettlebell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Triceps Brachii",0390,
53912,Kettlebell One Arm Military Press To Side,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0391,"Deltoid Lateral, Serratus Anterior, Teres Major, Triceps Brachii"
54112,Kettlebell One Arm Row,Strength,Back,Kettlebell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Transverse Abdominus, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers ",0392,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
54212,Kettlebell One Arm Snatch,Strength,Shoulders,Kettlebell,Male,"Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",0393,
54412,Kettlebell Pistol Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps",0394,"Adductor Magnus, Soleus"
54612,Kettlebell Seated Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0395,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
54712,Kettlebell Seesaw Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0396,"Deltoid Lateral, Obliques, Pectoralis Major Clavicular Head, Serratus Anterior, Triceps Brachii"
54812,Kettlebell Sumo High Pull,Strength,Back,Kettlebell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Gluteus Medius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",0397,
54912,Kettlebell Swing,Strength,Hips,Kettlebell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings",0398,"Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus"
55012,Kettlebell Thruster,Strength,Shoulders,Kettlebell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",0399,
55112,Kettlebell Turkish Get-Up (Squat style),Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Gluteus Medius, Obliques",0400,
55212,Kettlebell Two Arm Clean,Strength,Shoulders,Kettlebell,Male,,0401,
55312,Kettlebell Two Arm Military Press,Strength,Shoulders,Kettlebell,Male,Deltoid Anterior,0402,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
55412,Kettlebell Windmill,Strength,Waist,Kettlebell,Male,"Iliopsoas, Obliques",0403,Tensor Fasciae Latae
55612,Kicks Leg Bent (version 2),Strength,Hips,Body weight,Female,Gluteus Maximus,0404,"Hamstrings, Rectus Abdominis"
55712,Kicks Leg Bent,Strength,Hips,Body weight,Female,Gluteus Maximus,0405,"Hamstrings, Rectus Abdominis"
56012,Kneeling Hip Flexor (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps",0406,
56212,Landmine 180,Strength,Waist,Leverage machine,Male,Obliques,0407,Rectus Abdominis
56412,Lateral Box Jump (female),Aerobic,Plyometrics,Body weight,Female,,0408,
56612,Lateral Step-up (female),Strength,Thighs,Body weight,Female,"Gluteus Maximus, Quadriceps",0409,"Adductor Magnus, Gastrocnemius, Soleus"
56912,Leg Curl (on stability ball),Strength,Thighs,Stability ball,Female,Hamstrings,0410,"Gastrocnemius, Sartorius, Soleus"
57112,Lever Single Arm Neutral Grip Seated Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0411,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
57212,Lever Assisted Chin-up,Strength,Back,Leverage machine,Male,Latissimus Dorsi,0412,"Brachialis, Brachioradialis, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
57312,Lever Back Extension,Strength,Back,Leverage machine,Male,Erector Spinae,0413,
57412,Lever Bent over Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0414,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
57512,Lever Bicep Curl,Strength,Upper Arms,Leverage machine,Male,Brachialis,0415,Biceps Brachii
57612,Lever Chest Press (plate loaded),Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,0416,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
57712,Lever Chest Press,Strength,Chest,Leverage machine,Male,Pectoralis Major Sternal Head,0417,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
57812,Lever Deadlift (plate loaded),Strength,"Hips, Thighs",Leverage machine,Male,"Gluteus Maximus, Quadriceps",0418,"Adductor Magnus, Soleus"
57912,Lever Front Pulldown,Strength,Back,Leverage machine,Male,Latissimus Dorsi,0419,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
58012,Lever Gripless Shrug,Strength,Back,Leverage machine,Male,Trapezius Upper Fibers ,0420,Trapezius Middle Fibers
58112,Lever High Row (plate loaded),Strength,Back,Leverage machine,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0421,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
58212,Lever Kneeling Leg Curl (plate loaded),Strength,Thighs,Leverage machine,Male,Hamstrings,0422,"Gastrocnemius, Soleus"
58312,Lever Kneeling Twist,Strength,Waist,Leverage machine,Male,Obliques,0423,
