ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,ILID,Synergist
9512,Barbell Shrug,Strength,Back,Barbell,Male,Trapezius Upper Fibers ,0065,"Levator Scapulae, Trapezius Middle Fibers"
9612,Barbell Side Bent (version 2),Strength,Waist,Barbell,Male,Obliques,0066,Iliopsoas
9712,Barbell Side Split Squat (version 2),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps",0067,"Adductor Magnus, Soleus"
9912,Barbell Single Leg Split Squat,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps",0068,"Adductor Magnus, Soleus"
10212,Barbell Squat (on knees),Strength,Thighs,Barbell,Male,Quadriceps,0069,"Adductor Magnus, Hamstrings"
10412,Barbell Standing Back Wrist Curl,Strength,Forearms,Barbell,Male,Wrist Flexors,0070,
10612,Barbell Standing Close-Grip Curl,Strength,Upper Arms,Barbell,Male,Biceps Brachii,0071,"Brachialis, Brachioradialis"
10812,Barbell Standing Leg Calf Raise,Strength,Calves,Barbell,Male,Gastrocnemius,0072,Soleus
11212,Barbell Standing Twist,Strength,Waist,Barbell,Male,Obliques,0073,Iliopsoas
11312,Barbell Standing Wide-grip Curl,Strength,Upper Arms,Barbell,Male,"Biceps Brachii, Brachialis",0074,Brachioradialis
11412,Barbell Step-up,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps",0075,"Adductor Magnus, Soleus"
11612,Barbell Straight Leg Deadlift,Strength,Thighs,Barbell,Male,"Erector Spinae, Hamstrings",0076,"Adductor Magnus, Gluteus Maximus"
11712,Barbell Sumo Deadlift,Strength,Hips,Barbell,Male,"Gluteus Maximus, Quadriceps",0077,"Adductor Magnus, Soleus, Tensor Fasciae Latae"
11812,Barbell Underhand Bent-over Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0078,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
12012,Barbell Upright Row,Strength,Shoulders,EZ Barbell,Male,Deltoid Lateral,0079,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
12112,Barbell Upright Row,Strength,Shoulders,Barbell,Male,,0080,
12212,Barbell Wide Bench Press,Strength,Chest,Barbell,Male,Pectoralis Major Sternal Head,0081,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
12312,Barbell Wide Grip Upright Row,Strength,Shoulders,Barbell,Male,Deltoid Lateral,0082,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
12412,Barbell Wide Squat,Strength,Hips,Barbell,Male,Quadriceps,0083,"Adductor Magnus, Gluteus Maximus, Soleus"
12512,Barbell Wrist Curl (VERSION 2),Strength,Forearms,Barbell,Male,Wrist Flexors,0084,
12812,Battling Ropes,Strength,Shoulders,Rope,Male,Deltoid Posterior ,0085,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
12912,Bench Dip (knees bent),Strength,Upper Arms,Body weight,Male,Triceps Brachii,0086,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Sternal Head"
13012,Bench Hip Extension,Strength,Hips,Body weight,Male,Gluteus Maximus,0087,Hamstrings
13112,Bent knee Lying Twist (On Stability Ball),Strength,Waist,Stability ball,Female,Obliques,0088,
13212,Bent knee Lying Twist,Strength,Waist,Body weight,Female,Obliques,0089,
13612,Boat Stretch (female),Stretching,Waist,Body weight,Female,Rectus Abdominis,0090,Quadriceps
13712,Body-Up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0091,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
13812,Bottoms-up (male),Strength,Waist,Body weight,Male,Rectus Abdominis,0092,"Adductor Brevis, Adductor Longus, Iliopsoas, Obliques, Pectineous, Sartorius, Tensor Fasciae Latae"
14112,Bridge - Mountain Climber (Cross Body) (female),Strength,Waist,Body weight,Female,Obliques,0093,"Adductor Brevis, Adductor Longus, Deltoid Anterior, Iliopsoas, Pectineous, Quadriceps, Rectus Abdominis, Tensor Fasciae Latae"
14412,Bridge Hip Abduction,Strength,Hips,Body weight,Female,"Gluteus Medius, Tensor Fasciae Latae",0094,
14612,Butt Kicks (female),Aerobic,Plyometrics,Body weight,Female,,0095,
14712,Bycicle Twisting Crunch,Strength,Waist,Body weight,Female,"Obliques, Rectus Abdominis",0096,"Gluteus Maximus, Iliopsoas, Quadriceps"
14912,Cable Alternate Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,0097,
15012,Cable Bar Lateral Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0098,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
15112,Cable Bench Press,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0099,"Deltoid Anterior, Triceps Brachii"
15212,Cable Concentration Extension (on knee),Strength,Upper Arms,Cable,Male,Triceps Brachii,0100,
15312,Cable Cross-over Lateral Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0101,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
15412,Cable Cross-over Revers Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,0102,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
15612,Cable Curl (female),Strength,Upper Arms,Cable,Female,Biceps Brachii,0103,"Brachialis, Brachioradialis"
15712,Cable Deadlift,Strength,"Hips, Thighs",Cable,Male,"Gluteus Maximus, Quadriceps",0104,"Adductor Magnus, Soleus"
15812,Cable Decline Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,0105,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
15912,Cable Decline Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0106,"Brachialis, Brachioradialis, Deltoid Posterior"
16112,Cable Forward Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,0107,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
16212,Cable Front Raise,Strength,Shoulders,Cable,Male,Deltoid Anterior,0108,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
16312,Cable Front Seated Row,Strength,Back,Cable,Female,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0109,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior"
16512,Cable Hammer Curl (with rope) (male),Strength,Upper Arms,Cable,Male,Brachioradialis,0110,"Biceps Brachii, Brachialis"
16612,Cable Hammer Curl,Strength,Upper Arms,Cable,Female,Brachioradialis,0111,"Biceps Brachii, Brachialis"
16812,Cable Hip Adduction,Strength,Thighs,Cable,Male,Adductor Longus,0112,"Adductor Brevis, Adductor Magnus, Gracilis"
16912,Cable Incline Bench Press,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,0113,"Deltoid Anterior, Triceps Brachii"
17012,Cable Incline Fly (on stability ball),Strength,Chest,"Cable, Stability ball",Male,Pectoralis Major Clavicular Head,0114,"Biceps Brachii, Deltoid Anterior"
17112,Cable Incline Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,0115,"Biceps Brachii, Deltoid Anterior"
17312,Cable Incline Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,0116,
17512,Cable Kneeling Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,0117,Obliques
17612,Cable Kneeling Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,0118,
17712,Cable Lateral Pulldown (with rope attachment),Strength,Back,Cable,Male,Latissimus Dorsi,0119,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
17812,Cable Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,0120,"Deltoid Anterior, Serratus Anterior"
17912,Cable Low Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,0121,"Biceps Brachii, Deltoid Anterior"
18012,Cable Low Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0122,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
18312,Cable Lying Curl (female),Strength,Upper Arms,Cable,Female,Biceps Brachii,0123,"Brachialis, Brachioradialis"
18412,Cable Lying Extension Pullover (with rope attachment),Strength,Back,Cable,Male,Latissimus Dorsi,0124,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
18512,Cable Lying Fly,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0125,"Biceps Brachii, Deltoid Anterior"
18712,Cable Lying Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,0126,
18812,Cable Middle Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,0127,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head"
18912,Cable One Arm Bent over Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0128,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
19012,Cable One Arm Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,0129,"Brachialis, Brachioradialis"
19112,Cable One Arm Lateral Bent over,Strength,Back,Cable,Male,Pectoralis Major Sternal Head,0130,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head"
19212,Cable One Arm Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,0131,"Deltoid Anterior, Serratus Anterior"
19412,Cable Overhead Triceps Extension (rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,0132,
19512,Cable Preacher Curl,Strength,Upper Arms,Cable,Male,Brachialis,0133,"Biceps Brachii, Brachioradialis"
19612,Cable Pull Through (with rope),Strength,Hips,Cable,Male,Gluteus Maximus,0134,"Erector Spinae, Hamstrings"
19712,Cable Pulldown (pro lat bar),Strength,Back,Cable,Male,Latissimus Dorsi,0135,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
19812,Cable Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0136,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
19912,Cable Pushdown (straight arm) (VERSION 2),Strength,Back,Cable,Male,Latissimus Dorsi,0137,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii"
20012,Cable Pushdown (with rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,0138,
20112,Cable Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,0139,
20312,Cable Rear Delt Row (with rope),Strength,Shoulders,Cable,Male,Deltoid Posterior ,0140,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
20412,Cable Rear Drive,Strength,Upper Arms,Cable,Male,Triceps Brachii,0141,"Deltoid Posterior, Teres Major"
20512,Cable Rear Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0142,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers"
20612,Cable Reverse Curl (female),Strength,Upper Arms,Cable,Female,Brachioradialis,0143,"Biceps Brachii, Brachialis"
20712,Cable Reverse grip Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,0144,
20812,Cable Reverse-grip Straight Back Seated High Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0145,"Brachialis, Brachioradialis, Deltoid Posterior"
20912,Cable Reverse Preacher Curl,Strength,Forearms,Cable,Male,Brachioradialis,0146,"Biceps Brachii, Brachialis"
21012,Cable Reverse Wrist Curl,Strength,Forearms,Cable,Male,Wrist Extensors,0147,
21212,Cable Seated Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,0148,Obliques
21312,Cable Seated High Row (V-bar),Strength,Back,Cable,Male,Latissimus Dorsi,0149,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
21412,Cable Seated One Arm Alternate Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0150,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
21512,Cable Seated Rear Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Posterior ,0151,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers"
21812,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0152,"Brachialis, Brachioradialis, Deltoid Posterior"
21912,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,0153,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
22012,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers ,0154,Trapezius Middle Fibers
22212,Cable Side Bend,Strength,Waist,Cable,Male,Obliques,0155,
22512,Cable Standing Cross over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,0156,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
22712,Cable Standing Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,0157,"Deltoid Anterior, Pectoralis Major Clavicular Head"
22812,Cable Standing Hip Extension,Strength,Hips,Cable,Male,Gluteus Maximus,0158,Hamstrings
22912,Cable Standing Inner Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,0159,Brachialis
23012,Cable Standing Lift,Strength,Waist,Cable,Male,Obliques,0160,"Deltoid Posterior, Latissimus Dorsi, Serratus Anterior, Teres Major"
23112,Cable Standing One Arm Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,0161,
23312,Cable Standing Rear Delt Row (with rope),Strength,Back,Cable,Male,Deltoid Posterior ,0162,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
23512,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",0163,Deltoid Posterior
23712,Cable Straight Arm Pulldown (with rope),Strength,Back,Cable,Male,Latissimus Dorsi,0164,"Deltoid Posterior, Teres Major, Triceps Brachii"
23812,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0165,"Deltoid Posterior, Teres Major, Triceps Brachii"
23912,Cable Straight Back Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0166,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
24112,Cable Triceps Pushdown (V-bar attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,0167,
24212,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis",0168,"Gluteus Maximus, Obliques, Quadriceps"
24312,Cable Twist,Strength,Waist,Cable,Male,Obliques,0169,"Iliopsoas, Tensor Fasciae Latae"
24412,Cable Twisting Pull,Strength,Back,Cable,Male,Latissimus Dorsi,0170,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Pectoralis Major Sternal Head, Teres Major, Teres Minor"
24512,Cable Underhand Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,0171,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers"
24612,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,0172,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers"
24712,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,0173,
24812,Cambered-Bar Lying Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0174,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
24912,Cat Stretch (female),Stretching,Waist,Body weight,Female,Erector Spinae,0175,
25012,Ceiling Look Stretch (female),Stretching,"Thighs, Waist",Body weight,Female,Quadriceps,0176,
25112,Chest Dip,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0177,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii"
25212,Chin to chest Stretch (female),Stretching,Waist,Body weight,Female,Rectus Abdominis,0178,
25312,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0179,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
25412,Circles Arm (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",0180,
25612,Circles Elbow Arm (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",0181,
25712,Circles Knee Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",0182,Quadriceps
25812,Clock Push-Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,0183,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
25912,Close-Grip Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0184,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
26012,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis",0185,"Gluteus Maximus, Quadriceps"
26512,Crossover Kneeling Hip Flexor Stretch (female),Stretching,Thighs,Body weight,Female,Gluteus Maximus,0186,
26612,Crunch (arms straight),Strength,Waist,Body weight,Female,Rectus Abdominis,0187,Obliques
26712,Crunch (hands overhead),Strength,Waist,Body weight,Male,Rectus Abdominis,0188,Obliques
26812,Crunch (leg raise),Strength,Waist,Body weight,Female,Rectus Abdominis,0189,"Gluteus Maximus, Obliques, Quadriceps"
26912,Crunch (legs on stability ball),Strength,Waist,Stability ball,Female,Rectus Abdominis,0190,Obliques
27012,Crunch (on bench),Strength,Waist,Body weight,Female,Rectus Abdominis,0191,Obliques
27112,Crunch (on stability ball),Strength,Waist,Stability ball,Male,Rectus Abdominis,0192,Obliques
27312,Crunch (straight leg up) (female),Strength,Waist,Body weight,Female,Rectus Abdominis,0193,"Iliopsoas, Obliques"
27412,Crunch Floor (male),Strength,Waist,Body weight,Male,Rectus Abdominis,0194,Obliques
27512,Crunch Floor (female),Strength,Waist,Body weight,Female,Rectus Abdominis,0195,Obliques
27612,Dead Bug,Strength,Waist,Body weight,Male,Rectus Abdominis,0196,"Gluteus Maximus, Quadriceps"
27712,Decline Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,0197,Obliques
27912,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0198,"Deltoid Anterior, Triceps Brachii"
28012,Decline Push-up (female),Strength,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0199,"Deltoid Anterior, Triceps Brachii"
28212,Decline Sit-up,Strength,Hips,Body weight,Male,Iliopsoas,0200,"Quadriceps, Tensor Fasciae Latae"
28312,Diamond Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,0201,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head"
28412,Donkey Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,0202,Soleus
28512,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0203,"Brachialis, Brachioradialis"
28612,Dumbbell Alternate Side Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0204,"Deltoid Lateral, Triceps Brachii"
28712,Dumbbell Arnold Press (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0205,"Deltoid Lateral, Serratus Anterior, Triceps Brachii"
28812,Dumbbell Around Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0206,"Latissimus Dorsi, Teres Major"
28912,Dumbbell Bench Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0207,"Deltoid Anterior, Triceps Brachii"
29012,Dumbbell Bench Seated Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0208,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
29112,Dumbbell Bench Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0209,"Adductor Magnus, Soleus"
29212,Dumbbell Bent-over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0210,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
29312,Dumbbell Bent-Over Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0211,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head"
29412,Dumbbell Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0212,"Brachialis, Brachioradialis"
29512,Dumbbell Clean,Strength,Weightlifting,Dumbbell,Male,"Deltoid Anterior, Gluteus Maximus, Quadriceps",0213,
29612,Dumbbell Close-grip Press,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0214,"Deltoid Anterior, Pectoralis Major Sternal Head"
29712,Dumbbell Concentration Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0215,"Biceps Brachii, Brachioradialis"
29812,Dumbbell Cross Body Hammer Curl,Strength,Forearms,Dumbbell,Male,Brachioradialis,0216,"Biceps Brachii, Brachialis"
30012,Dumbbell Deadlift,Strength,Hips,Dumbbell,Male,"Gluteus Maximus, Quadriceps",0217,"Adductor Magnus, Soleus"
30112,Dumbbell Decline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0218,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
30212,Dumbbell Decline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0219,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
30312,Dumbbell Decline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0220,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii"
30512,Dumbbell Decline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,0221,Levator Scapulae
30612,Dumbbell Decline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0222,
30712,Dumbbell Decline Twist Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,0223,"Biceps Brachii, Deltoid Anterior, Pectoralis Major Clavicular Head"
30812,Dumbbell Fly,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0224,"Biceps Brachii, Deltoid Anterior"
30912,Dumbbell Front Raise (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0225,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
31012,Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0226,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
31212,Dumbbell Hammer Curl (version 2),Strength,Upper Arms,Dumbbell,Male,Brachioradialis,0227,"Biceps Brachii, Brachialis"
31312,Dumbbell Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Brachioradialis,0228,"Biceps Brachii, Brachialis"
31412,Dumbbell Incline Bench Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,0229,"Deltoid Anterior, Triceps Brachii"
31512,Dumbbell Incline Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0230,"Brachialis, Brachioradialis"
31612,Dumbbell Incline Breeding,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,0231,"Biceps Brachii, Brachialis, Deltoid Anterior"
31712,Dumbbell Incline Curl,Strength,Upper Arms,Dumbbell,Male,Brachialis,0232,"Biceps Brachii, Brachioradialis"
31812,Dumbbell Incline Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0233,"Brachialis, Brachioradialis"
31912,Dumbbell Incline Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,0234,"Biceps Brachii, Deltoid Anterior"
32012,Dumbbell Incline Hammer Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0235,"Brachialis, Brachioradialis"
32112,Dumbbell Incline Hammer Press,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,0236,"Deltoid Anterior, Triceps Brachii"
32212,Dumbbell Incline Inner Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,0237,"Brachialis, Brachioradialis"
32312,Dumbbell Incline One Arm Lateral Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Lateral,0238,"Deltoid Anterior, Serratus Anterior, Trapezius Upper Fibers"
32412,Dumbbell Incline Palm-in Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",0239,"Deltoid Anterior, Triceps Brachii"
32512,Dumbbell Incline Raise,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,0240,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior"
32612,Dumbbell Incline Rear Lateral Raise,Strength,Shoulders,Dumbbell,Male,"Deltoid Lateral, Deltoid Posterior ",0241,"Deltoid Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers"
32712,Dumbbell Incline Row,Strength,Back,Dumbbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers",0242,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head"
32912,Dumbbell Incline Shrug,Strength,Back,Dumbbell,Male,Trapezius Upper Fibers ,0243,Levator Scapulae
33012,Dumbbell Incline Triceps Extension,Strength,Upper Arms,Dumbbell,Male,Triceps Brachii,0244,
33112,Dumbbell Incline Twisted Fly,Strength,Chest,Dumbbell,Male,Pectoralis Major Clavicular Head,0245,"Biceps Brachii, Deltoid Anterior"
