ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
17712,Cable Lateral Pulldown (with rope attachment),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/cd0fc9801effaa252dcf561104c776bd.mp4
17812,Cable Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/ee767c38cd132dec3c5a9e5e8c7dcff4.mp4
17912,Cable Low Fly,Strength,Chest,Cable,Male,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://gymvisual.com/modules/productmedia/uploads/fd90a591ab258338dadcc0c31aa24c13.mp4
18012,Cable Low Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/78beeecddd1b19c48fb24958883a189b.mp4
18312,Cable Lying Curl (female),Strength,Upper Arms,Cable,Female,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/01831201cablelyingcurlfemaleupperarmsview.mp4
18412,Cable Lying Extension Pullover (with rope attachment),Strength,Back,Cable,Male,Latissimus Dorsi,"Levator Scapulae, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/138172bbb1c56df78eb5987246ea3279.mp4
18512,Cable Lying Fly,Strength,Chest,Cable,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",https://gymvisual.com/modules/productmedia/uploads/dd152c1f4e7b90c47b9223623d2117ba.mp4
18712,Cable Lying Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/445d826a9b4e4060164991801f391be9.mp4
18812,Cable Middle Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/ca06358bc4e3f3e14967430d310bc9fa.mp4
18912,Cable One Arm Bent over Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/3db9d851439bfe697e04c8181521eece.mp4
19012,Cable One Arm Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/1ff757f94a7bd7162fa93354996900a8.mp4
19112,Cable One Arm Lateral Bent over,Strength,Back,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/c5d74a6ec9e32cf40fc19b75ef1883bd.mp4
19212,Cable One Arm Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/9a94c2fee9ce4a68fa3c604e9827fd6e.mp4
19412,Cable Overhead Triceps Extension (rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/23f637643ff559ccaf747e1f6f1468ef.mp4
19512,Cable Preacher Curl,Strength,Upper Arms,Cable,Male,Brachialis,"Biceps Brachii, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/01951201cablepreachercurlupperarmsview.mp4
19612,Cable Pull Through (with rope),Strength,Hips,Cable,Male,Gluteus Maximus,"Erector Spinae, Hamstrings",https://gymvisual.com/modules/productmedia/uploads/01961201cablepullthroughwithropehipsview.mp4
19712,Cable Pulldown (pro lat bar),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/22cc06339fcb0b8c23b4ec4abdc4565d.mp4
19812,Cable Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/01981201cablepulldownbackview.mp4
19912,Cable Pushdown (straight arm) (VERSION 2),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/01991201cablepushdownstraightarmversion2backview.mp4
20012,Cable Pushdown (with rope attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/3df23c0d17981c8c43d51ba89145aae9.mp4
20112,Cable Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/369cfa63c4012591c00926030b2fca6c.mp4
20312,Cable Rear Delt Row (with rope),Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/5604ea6488e0fb6bc66274bb7f7a7c98.mp4
20412,Cable Rear Drive,Strength,Upper Arms,Cable,Male,Triceps Brachii,"Deltoid Posterior, Teres Major",https://gymvisual.com/modules/productmedia/uploads/02041201cablereardriveupperarmsview.mp4
20512,Cable Rear Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers",https://gymvisual.com/modules/productmedia/uploads/96cb3f71f6f9e4cbd5e60ca69a960ed9.mp4
20612,Cable Reverse Curl (female),Strength,Upper Arms,Cable,Female,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/d7ec31356353dd722a098cfeb5048eff.mp4
20712,Cable Reverse grip Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/02071201cablereversegrippushdownupperarmsview.mp4
20812,Cable Reverse-grip Straight Back Seated High Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://gymvisual.com/modules/productmedia/uploads/e730da6ea0a3a8a3b9f1b80712cd661d.mp4
20912,Cable Reverse Preacher Curl,Strength,Forearms,Cable,Male,Brachioradialis,"Biceps Brachii, Brachialis",https://gymvisual.com/modules/productmedia/uploads/58b9e4a7dcfa5ee56f6ed7c1417c2c58.mp4
21012,Cable Reverse Wrist Curl,Strength,Forearms,Cable,Male,Wrist Extensors,,https://gymvisual.com/modules/productmedia/uploads/02101201cablereversewristcurlforearmsview.mp4
21212,Cable Seated Crunch,Strength,Waist,Cable,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/04c8129460d6705e824f75312792b4e7.mp4
21312,Cable Seated High Row (V-bar),Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/7e45f4b81af4b1601c9641a7700a6ed0.mp4
21412,Cable Seated One Arm Alternate Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/6071f9b0563952db0e86646dfdd65331.mp4
21512,Cable Seated Rear Lateral Raise,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/e65b3bdc569ce0ccfc986278ce82e855.mp4
21812,Cable Seated Wide-grip Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://gymvisual.com/modules/productmedia/uploads/c2bc693f8a090f57553d2e79ef670f05.mp4
21912,Cable Shoulder Press,Strength,Shoulders,Cable,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/8d4ca71181cedc2afa27204f527348e9.mp4
22012,Cable Shrug,Strength,Back,Cable,Male,Trapezius Upper Fibers ,Trapezius Middle Fibers,https://gymvisual.com/modules/productmedia/uploads/42165421624cb85ef9885d9ee07db8e9.mp4
22212,Cable Side Bend,Strength,Waist,Cable,Male,Obliques,,https://gymvisual.com/modules/productmedia/uploads/e6e8267c189b20d8d2fbed2f769bdda6.mp4
22512,Cable Standing Cross over High Reverse Fly,Strength,Shoulders,Cable,Male,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/02251201cablestandingcrossoverhighreverseflyshouldersview.mp4
22712,Cable Standing Fly,Strength,Chest,Cable,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head",https://gymvisual.com/modules/productmedia/uploads/02271205preview.mp4
22812,Cable Standing Hip Extension,Strength,Hips,Cable,Male,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/02281201cablestandinghipextensionhipsview.mp4
22912,Cable Standing Inner Curl,Strength,Upper Arms,Cable,Male,Biceps Brachii,Brachialis,https://gymvisual.com/modules/productmedia/uploads/b5d7ffe1263d70c169fd45486b87a87e.mp4
23012,Cable Standing Lift,Strength,Waist,Cable,Male,Obliques,"Deltoid Posterior, Latissimus Dorsi, Serratus Anterior, Teres Major",https://gymvisual.com/modules/productmedia/uploads/8960f4da197ddeaba87bfad2bfc330e2.mp4
23112,Cable Standing One Arm Triceps Extension,Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/76e71ec8fd84f9430f1dfd65705bbbb8.mp4
23312,Cable Standing Rear Delt Row (with rope),Strength,Back,Cable,Male,Deltoid Posterior ,"Brachialis, Brachioradialis, Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/241e4f946b028871b5b01c1db6b9cb53.mp4
23512,Cable Standing Shoulder External Rotation,Strength,Back,Cable,Male,"Teres Major, Teres Minor ",Deltoid Posterior,https://gymvisual.com/modules/productmedia/uploads/3a602d02c851fd59009972e017c13e0b.mp4
23712,Cable Straight Arm Pulldown (with rope),Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/7bcc432175c82e02a9a7fa8ea8d542b3.mp4
23812,Cable Straight Arm Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Deltoid Posterior, Teres Major, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/90f1c171b028825d3d0e75148cefe51b.mp4
23912,Cable Straight Back Seated Row,Strength,Back,Cable,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/a65f2dc39d26ffa23970b8b47fea9f5b.mp4
24112,Cable Triceps Pushdown (V-bar attachment),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/990abe9718c1ef91f4878df618255845.mp4
24212,Cable Tuck Reverse Crunch,Strength,Waist,Cable,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Obliques, Quadriceps",
24312,Cable Twist,Strength,Waist,Cable,Male,Obliques,"Iliopsoas, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/02431201cabletwistwaistview.mp4
24412,Cable Twisting Pull,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Obliques, Pectoralis Major Sternal Head, Teres Major, Teres Minor",https://gymvisual.com/modules/productmedia/uploads/02441201cabletwistingpullbackview.mp4
24512,Cable Underhand Pulldown,Strength,Back,Cable,Male,Latissimus Dorsi,"Brachialis, Brachioradialis, Deltoid Posterior, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/575c747097f23d7de49bc4f8ea6447b5.mp4
24612,Cable Upright Row,Strength,Shoulders,Cable,Male,Deltoid Lateral,"Brachialis, Brachioradialis, Deltoid Anterior, Infraspinatus, Serratus Anterior, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/8ba1c19fb35bc6821c49a675c6ca992a.mp4
24712,Cable Wrist Curl,Strength,Forearms,Cable,Male,Wrist Flexors,,https://gymvisual.com/modules/productmedia/uploads/2349fcf35b06402e127c75f4a652bd9d.mp4
24812,Cambered-Bar Lying Row,Strength,Back,Barbell,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",
24912,Cat Stretch (female),Stretching,Waist,Body weight,Female,Erector Spinae,,https://gymvisual.com/modules/productmedia/uploads/02491201catstretchfemalewaistview.mp4
25012,Ceiling Look Stretch (female),Stretching,"Thighs, Waist",Body weight,Female,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/cc244681e148224163b63add745d81af.mp4
25112,Chest Dip,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Latissimus Dorsi, Levator Scapulae, Pectoralis Major Clavicular Head, Triceps Brachii",
25212,Chin to chest Stretch (female),Stretching,Waist,Body weight,Female,Rectus Abdominis,,https://gymvisual.com/modules/productmedia/uploads/955e88838d26f71384db11a53382b757.mp4
25312,Chin-ups (narrow parallel grip),Strength,Back,Body weight,Male,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/d1e581e3981b55d9320d17f1c8e186a3.mp4
25412,Circles Arm (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",,https://gymvisual.com/modules/productmedia/uploads/2505d8b2a143c9aefc784bf23cc0b061.mp4
25612,Circles Elbow Arm (female),Strength,Shoulders,Body weight,Female,"Deltoid Anterior, Deltoid Lateral, Deltoid Posterior ",,https://gymvisual.com/modules/productmedia/uploads/2c5c69a483d547bed7a92812e81af834.mp4
25712,Circles Knee Stretch,Stretching,Calves,Body weight,Male,"Gastrocnemius, Soleus, Tibialis Anterior",Quadriceps,https://gymvisual.com/modules/productmedia/uploads/cec669604a98c92e3325d6e9f18aff89.mp4
25812,Clock Push-Up,Strength,Chest,Body weight,Male,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/43bbd43de287d5fb15e0b2f1a33891ab.mp4
25912,Close-Grip Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/2a5e43d6fbc4be11b6fe741617d425ae.mp4
26012,Cocoons,Strength,Waist,Body weight,Male,"Iliopsoas, Rectus Abdominis","Gluteus Maximus, Quadriceps",https://gymvisual.com/modules/productmedia/uploads/a02b561280e2da89bf2e7a34a9467643.mp4
26512,Crossover Kneeling Hip Flexor Stretch (female),Stretching,Thighs,Body weight,Female,Gluteus Maximus,,https://gymvisual.com/modules/productmedia/uploads/136ca04328c984a95d4dc2a8d0459360.mp4
26612,Crunch (arms straight),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/403febb73fa8f5b402902d9a71796ac3.mp4
26712,Crunch (hands overhead),Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/3595c188b76a80bb2e0d8f72f97376af.mp4
26812,Crunch (leg raise),Strength,Waist,Body weight,Female,Rectus Abdominis,"Gluteus Maximus, Obliques, Quadriceps",
26912,Crunch (legs on stability ball),Strength,Waist,Stability ball,Female,Rectus Abdominis,Obliques,
27012,Crunch (on bench),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques,
27112,Crunch (on stability ball),Strength,Waist,Stability ball,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/b1d874d87e800778e4b63c4367e2547b.mp4
27312,Crunch (straight leg up) (female),Strength,Waist,Body weight,Female,Rectus Abdominis,"Iliopsoas, Obliques",https://gymvisual.com/modules/productmedia/uploads/4ebd936b531f89d08208bb57f8c7afcb.mp4
27412,Crunch Floor (male),Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/3dacdf54a1e113c44410029260f65e66.mp4
27512,Crunch Floor (female),Strength,Waist,Body weight,Female,Rectus Abdominis,Obliques,https://gymvisual.com/modules/productmedia/uploads/02751201crunchfloorfemalewaistview.mp4
27612,Dead Bug,Strength,Waist,Body weight,Male,Rectus Abdominis,"Gluteus Maximus, Quadriceps",https://gymvisual.com/modules/productmedia/uploads/204e91fcb1b4fe2a4ad0c40f50a9a458.mp4
27712,Decline Crunch,Strength,Waist,Body weight,Male,Rectus Abdominis,Obliques,
27912,Decline Push-Up,Strength,Chest,Body weight,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/c6d90e5ad44c0b9eba7f4c77915e838c.mp4
28012,Decline Push-up (female),Strength,Chest,Body weight,Female,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/02801201declinepushupfemalechestview.mp4
28212,Decline Sit-up,Strength,Hips,Body weight,Male,Iliopsoas,"Quadriceps, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/02821201declinesituphipsview.mp4
28312,Diamond Push-up,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/eb0c16b36aa809a2c6131412a433603a.mp4
28412,Donkey Calf Raise,Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/5078e53e136623e8f31ee993ee703b7f.mp4
28512,Dumbbell Alternate Biceps Curl,Strength,Upper Arms,Dumbbell,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/f608401abdbde576ede4bc1506429c9d.mp4
28612,Dumbbell Alternate Side Press,Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Triceps Brachii",
28712,Dumbbell Arnold Press (version 2),Strength,Shoulders,Dumbbell,Male,Deltoid Anterior,"Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/02871205preview.mp4
28812,Dumbbell Around Pullover,Strength,Chest,Dumbbell,Male,Pectoralis Major Sternal Head,"Latissimus Dorsi, Teres Major",
28912,Dumbbell Bench Press,Strength,Chest,Dumbbell,Male,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/643557f33b75e42e7281fbb6328d04c7.mp4
